ID,Name,City,Country,IATA,ICAO,LAT,LONG,,,,,,
4063,Grand Junction Regional Airport,Grand Junction,United States,GJT,KGJT,39.1223983765,-108.5270004270,4858,-7,A,America/Denver,airport,OurAirports
4064,St George Municipal Airport,Saint George,United States,SGU,KSGU,37.0363890000,-113.5103060000,2941,-7,A,America/Denver,airport,OurAirports
4065,David Wayne Hooks Memorial Airport,Houston,United States,DWH,KDWH,30.0618000031,-95.5528030396,152,-6,A,America/Chicago,airport,OurAirports
4066,Port O'Connor Private Heliport,Port O\'Connor,United States,,XS46,28.4297250000,-96.4444190000,8.00,-6,A,America/Chicago,airport,OurAirports
4067,Sarasota Bradenton International Airport,Sarasota,United States,SRQ,KSRQ,27.3953990936,-82.5543975830,30,-5,A,America/New_York,airport,OurAirports
4071,Van Nuys Airport,Van Nuys,United States,VNY,KVNY,34.2098007202,-118.4899978638,802,-8,A,America/Los_Angeles,airport,OurAirports
4072,Quad City International Airport,Moline,United States,MLI,KMLI,41.4485015869,-90.5074996948,590,-6,A,America/Chicago,airport,OurAirports
4073,Panama City-Bay Co International Airport,Panama City,United States,PFN,KPFN,30.2120990000,-85.6828000000,20,-6,A,America/Chicago,airport,OurAirports
4083,Bismarck Municipal Airport,Bismarck,United States,BIS,KBIS,46.7727012634,-100.7460021973,1661,-6,A,America/Chicago,airport,OurAirports
4084,Telluride Regional Airport,Telluride,United States,TEX,KTEX,37.9538002000,-107.9079971000,9070,-7,A,America/Denver,airport,OurAirports
4087,Rapid City Regional Airport,Rapid City,United States,RAP,KRAP,44.0452995300,-103.0569992065,3204,-7,A,America/Denver,airport,OurAirports
4088,Mc Clellan-Palomar Airport,Carlsbad,United States,CLD,KCRQ,33.1282997100,-117.2799988000,331,-8,A,America/Los_Angeles,airport,OurAirports
4089,Bishop International Airport,Flint,United States,FNT,KFNT,42.9654006958,-83.7435989380,782,-5,A,America/New_York,airport,OurAirports
4098,Redding Municipal Airport,Redding,United States,RDD,KRDD,40.5089988700,-122.2929993000,505,-8,A,America/Los_Angeles,airport,OurAirports
4099,Mahlon Sweet Field,Eugene,United States,EUG,KEUG,44.1245994568,-123.2119979858,374,-8,A,America/Los_Angeles,airport,OurAirports
4100,Idaho Falls Regional Airport,Idaho Falls,United States,IDA,KIDA,43.5145990000,-112.0709990000,4744,-7,A,America/Denver,airport,OurAirports
4101,Rogue Valley International Medford Airport,Medford,United States,MFR,KMFR,42.3741989136,-122.8730010986,1335,-8,A,America/Los_Angeles,airport,OurAirports
4103,Roberts Field,Redmond-Bend,United States,RDM,KRDM,44.2541008000,-121.1500015000,3080,-8,A,America/Los_Angeles,airport,OurAirports
4112,Akron Canton Regional Airport,Akron,United States,CAK,KCAK,40.9160995483,-81.4421997070,1228,-5,A,America/New_York,airport,OurAirports
4113,Huntsville International Carl T Jones Field,Huntsville,United States,HSV,KHSV,34.6371994019,-86.7751007080,629,-6,A,America/Chicago,airport,OurAirports
4114,Mid Ohio Valley Regional Airport,PARKERSBURG,United States,PKB,KPKB,39.3451004028,-81.4392013550,858,-5,A,America/New_York,airport,OurAirports
4115,Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,United States,MGM,KMGM,32.3005981400,-86.3939971900,221,-6,A,America/Chicago,airport,OurAirports
4116,Tri-Cities Regional TN/VA Airport,BRISTOL,United States,TRI,KTRI,36.4752010000,-82.4074010000,1519,-5,A,America/New_York,airport,OurAirports
4117,Barkley Regional Airport,PADUCAH,United States,PAH,KPAH,37.0607986450,-88.7738037109,410,-6,A,America/Chicago,airport,OurAirports
4124,Page Municipal Airport,Page,United States,PGA,KPGA,36.9261016800,-111.4479980000,4316,-7,A,America/Phoenix,airport,OurAirports
4127,Glacier Park International Airport,Kalispell,United States,FCA,KGPI,48.3105010986,-114.2559967041,2977,-7,A,America/Denver,airport,OurAirports
4128,MBS International Airport,Saginaw,United States,MBS,KMBS,43.5329017639,-84.0795974731,668,-5,A,America/New_York,airport,OurAirports
4129,Greater Binghamton/Edwin A Link field,Binghamton,United States,BGM,KBGM,42.2086982700,-75.9797973600,1636,-5,A,America/New_York,airport,OurAirports
4136,Blythe Airport,Blythe,United States,BLH,KBLH,33.6192016602,-114.7170028690,399,-8,A,America/Los_Angeles,airport,OurAirports
4147,Petersburg James A Johnson Airport,Petersburg,United States,PSG,PAPG,56.8017005900,-132.9450073000,111,-9,A,America/Anchorage,airport,OurAirports
4167,Orlando Sanford International Airport,Sanford,United States,SFB,KSFB,28.7775993347,-81.2375030518,55,-5,A,America/New_York,airport,OurAirports
4169,John Murtha Johnstown Cambria County Airport,Johnstown,United States,JST,KJST,40.3161010742,-78.8339004517,2284,-5,A,America/New_York,airport,OurAirports
4216,Missoula International Airport,Missoula,United States,MSO,KMSO,46.9163017300,-114.0910034000,3206,-7,A,America/Denver,airport,OurAirports
4219,Grand Canyon National Park Airport,Grand Canyon,United States,GCN,KGCN,35.9524002075,-112.1470031738,6609,-7,N,America/Phoenix,airport,OurAirports
4220,Sugar Land Regional Airport,Sugar Land,United States,SGR,KSGR,29.6222991943,-95.6565017700,82,-6,A,America/Chicago,airport,OurAirports
4222,Centennial Airport,Denver,United States,APA,KAPA,39.5700988800,-104.8489990000,5885,-7,A,America/Denver,airport,OurAirports
4223,Clovis Municipal Airport,Clovis,United States,CVN,KCVN,34.4250984192,-103.0790023800,4216,-7,A,America/Denver,airport,OurAirports
4224,Fort Stockton Pecos County Airport,Fort Stockton,United States,FST,KFST,30.9157009125,-102.9160003660,3011,-6,A,America/Chicago,airport,OurAirports
4225,Las Vegas Municipal Airport,Las Vegas,United States,LVS,KLVS,35.6542015076,-105.1419982910,6877,-7,A,America/Denver,airport,OurAirports
4226,West Houston Airport,Houston,United States,IWS,KIWS,29.8181991577,-95.6725997925,111,-6,A,America/Chicago,airport,OurAirports
4227,La Junta Municipal Airport,La Junta,United States,,KLHX,38.0497016900,-103.5090027000,4229.00,-7,A,America/Denver,airport,OurAirports
4228,Las Cruces International Airport,Las Cruces,United States,LRU,KLRU,32.2893981934,-106.9219970703,4456,-7,A,America/Denver,airport,OurAirports
4229,Stephens County Airport,Breckenridge,United States,BKD,KBKD,32.7190017700,-98.8909988403,1284,-6,A,America/Chicago,airport,OurAirports
4230,Draughon Miller Central Texas Regional Airport,Temple,United States,TPL,KTPL,31.1525001526,-97.4077987671,682,-6,A,America/Chicago,airport,OurAirports
4231,Ozona Municipal Airport,Ozona,United States,OZA,KOZA,30.7353000641,-101.2030029297,2381,-6,A,America/Chicago,airport,OurAirports
4250,Eagle County Regional Airport,Vail,United States,EGE,KEGE,39.6426010100,-106.9179993000,6548,-7,A,America/Denver,airport,OurAirports
4253,Cuyahoga County Airport,Richmond Heights,United States,CGF,KCGF,41.5651016235,-81.4863967896,879,-5,A,America/New_York,airport,OurAirports
4254,Mansfield Lahm Regional Airport,Mansfield,United States,MFD,KMFD,40.8213996887,-82.5166015625,1297,-5,A,America/New_York,airport,OurAirports
4255,Columbus Metropolitan Airport,Columbus,United States,CSG,KCSG,32.5163002014,-84.9389038086,397,-5,A,America/New_York,airport,OurAirports
4256,Lawton Fort Sill Regional Airport,Lawton,United States,LAW,KLAW,34.5676994324,-98.4166030884,1110,-6,A,America/Chicago,airport,OurAirports
4257,Northern Colorado Regional Airport,Fort Collins,United States,FNL,KFNL,40.4518040000,-105.0110000000,5016,-7,A,America/Denver,airport,OurAirports
4261,Flagstaff Pulliam Airport,Flagstaff,United States,FLG,KFLG,35.1385002100,-111.6709976000,7014,-7,N,America/Phoenix,airport,OurAirports
4262,Lake Tahoe Airport,South Lake Tahoe,United States,TVL,KTVL,38.8939018250,-119.9950027466,6264,-8,A,America/Los_Angeles,airport,OurAirports
4263,Joslin Field Magic Valley Regional Airport,Twin Falls,United States,TWF,KTWF,42.4818000000,-114.4879990000,4154,-7,A,America/Denver,airport,OurAirports
4265,Martha's Vineyard Airport,Vineyard Haven MA,United States,MVY,KMVY,41.3931007385,-70.6143035889,67,-5,A,America/New_York,airport,OurAirports
4268,Concord Municipal Airport,Concord NH,United States,CON,KCON,43.2027015700,-71.5022964500,342,-5,A,America/New_York,airport,OurAirports
4270,Groton New London Airport,Groton CT,United States,GON,KGON,41.3301010132,-72.0450973511,9,-5,A,America/New_York,airport,OurAirports
4271,St Cloud Regional Airport,Saint Cloud,United States,STC,KSTC,45.5466003418,-94.0598983765,1031,-6,A,America/Chicago,airport,OurAirports
4273,Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR,KGTR,33.4502983093,-88.5914001465,264,-6,A,America/Chicago,airport,OurAirports
4275,Bowerman Airport,Hoquiam,United States,HQM,KHQM,46.9711990356,-123.9369964600,18,-8,A,America/Los_Angeles,airport,OurAirports
4276,Erie International Tom Ridge Field,Erie,United States,ERI,KERI,42.0831270134,-80.1738667488,732,-5,A,America/New_York,airport,OurAirports
4278,Barnstable Municipal Boardman Polando Field,Barnstable,United States,HYA,KHYA,41.6693000800,-70.2804031400,54,-5,A,America/New_York,airport,OurAirports
4280,Sedona Airport,Sedona,United States,SDX,KSEZ,34.8485984802,-111.7880020142,4830,-7,A,America/Phoenix,airport,OurAirports
4284,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,MGW,KMGW,39.6428985600,-79.9162979100,1248,-5,A,America/New_York,airport,OurAirports
4285,Yeager Airport,Charleston,United States,CRW,KCRW,38.3731002808,-81.5932006836,981,-5,A,America/New_York,airport,OurAirports
4286,Wilkes Barre Scranton International Airport,Scranton,United States,AVP,KAVP,41.3385009766,-75.7233963013,962,-5,A,America/New_York,airport,OurAirports
4287,Bemidji Regional Airport,Bemidji,United States,BJI,KBJI,47.5093994100,-94.9337005600,1391,-6,A,America/Chicago,airport,OurAirports
4292,Hector International Airport,Fargo,United States,FAR,KFAR,46.9207000732,-96.8158035278,902,-6,A,America/Chicago,airport,OurAirports
4293,Charles B. Wheeler Downtown Airport,Kansas City,United States,MKC,KMKC,39.1231994629,-94.5927963257,759,-6,A,America/Chicago,airport,OurAirports
4296,Gillette Campbell County Airport,Gillette,United States,GCC,KGCC,44.3488998413,-105.5390014650,4365,-7,A,America/Denver,airport,OurAirports
4298,El Toro Marine Corps Air Station,Santa Ana,United States,NZJ,KNZJ,33.6761016846,-117.7310028076,383,-8,A,America/Los_Angeles,airport,OurAirports
4318,University Park Airport,State College Pennsylvania,United States,SCE,KUNV,40.8493003845,-77.8487014771,1239,-5,A,America/New_York,airport,OurAirports
4335,Key Field,Meridian,United States,MEI,KMEI,32.3325996399,-88.7518997192,297,-6,A,America/Chicago,airport,OurAirports
4336,Abraham Lincoln Capital Airport,Springfield,United States,SPI,KSPI,39.8441009500,-89.6779022200,598,-6,A,America/Chicago,airport,OurAirports
4338,Cortez Municipal Airport,Cortez,United States,CEZ,KCEZ,37.3030014038,-108.6279983520,5918,-7,A,America/Denver,airport,OurAirports
4339,Yampa Valley Airport,Hayden,United States,HDN,KHDN,40.4812011700,-107.2180023000,6606,-7,A,America/Denver,airport,OurAirports
4340,Gallup Municipal Airport,Gallup,United States,GUP,KGUP,35.5111007690,-108.7890014650,6472,-7,A,America/Denver,airport,OurAirports
4341,Liberal Mid-America Regional Airport,Liberal,United States,LBL,KLBL,37.0442009000,-100.9599991000,2885,-6,A,America/Chicago,airport,OurAirports
4342,Lamar Municipal Airport,Lamar,United States,LAA,KLAA,38.0696983337,-102.6880035400,3706,-7,A,America/Denver,airport,OurAirports
4343,Renner Field-Goodland Municipal Airport,Goodland,United States,GLD,KGLD,39.3706016500,-101.6989975000,3656,-7,A,America/Denver,airport,OurAirports
4344,Yellowstone Regional Airport,Cody,United States,COD,KCOD,44.5201988220,-109.0240020750,5102,-7,A,America/Denver,airport,OurAirports
4348,Springfield Branson National Airport,Springfield,United States,SGF,KSGF,37.2457008400,-93.3886032100,1268,-6,A,America/Chicago,airport,OurAirports
4354,Joplin Regional Airport,Joplin,United States,JLN,KJLN,37.1517982483,-94.4982986450,981,-6,A,America/Chicago,airport,OurAirports
4355,Lehigh Valley International Airport,Allentown,United States,ABE,KABE,40.6520996094,-75.4408035278,393,-5,A,America/New_York,airport,OurAirports
4356,Northwest Arkansas Regional Airport,Bentonville,United States,XNA,KXNA,36.2818980000,-94.3068010000,1287,-6,A,America/Chicago,airport,OurAirports
4359,South Bend Regional Airport,South Bend,United States,SBN,KSBN,41.7086982727,-86.3172988892,799,-5,A,America/New_York,airport,OurAirports
4383,Smith Field,Fort Wayne IN,United States,SMD,KSMD,41.1433982800,-85.1528015100,835,-5,A,America/New_York,airport,OurAirports
4384,California Redwood Coast-Humboldt County Airport,Arcata CA,United States,ACV,KACV,40.9781010000,-124.1090000000,221,-8,A,America/Los_Angeles,airport,OurAirports
4386,Albert J Ellis Airport,Jacksonville NC,United States,OAJ,KOAJ,34.8292007446,-77.6120986938,94,-5,A,America/New_York,airport,OurAirports
4387,Tuscaloosa Regional Airport,Tuscaloosa AL,United States,TCL,KTCL,33.2206001282,-87.6113967896,170,-6,A,America/Chicago,airport,OurAirports
4388,Dubuque Regional Airport,Dubuque IA,United States,DBQ,KDBQ,42.4020004300,-90.7095031700,1077,-6,A,America/Chicago,airport,OurAirports
5714,Aberdeen Regional Airport,Aberdeen,United States,ABR,KABR,45.4491004944,-98.4217987061,1302,-6,A,America/Chicago,airport,OurAirports
5715,Southwest Georgia Regional Airport,Albany,United States,ABY,KABY,31.5354995728,-84.1945037842,197,-5,A,America/New_York,airport,OurAirports
5716,Athens Ben Epps Airport,Athens,United States,AHN,KAHN,33.9486007690,-83.3263015747,808,-5,A,America/New_York,airport,OurAirports
5717,Alamogordo White Sands Regional Airport,Alamogordo,United States,ALM,KALM,32.8399009705,-105.9909973140,4200,-7,A,America/Denver,airport,OurAirports
5718,Waterloo Regional Airport,Waterloo,United States,ALO,KALO,42.5570983887,-92.4002990723,873,-6,A,America/Chicago,airport,OurAirports
5719,Walla Walla Regional Airport,Walla Walla,United States,ALW,KALW,46.0948982200,-118.2880020000,1194,-8,A,America/Los_Angeles,airport,OurAirports
5720,Alpena County Regional Airport,Alpena,United States,APN,KAPN,45.0780983000,-83.5603027300,690,-5,A,America/New_York,airport,OurAirports
5721,Watertown Regional Airport,Watertown,United States,ATY,KATY,44.9140014600,-97.1547012300,1749,-6,A,America/Chicago,airport,OurAirports
5722,Bradford Regional Airport,Bradford,United States,BFD,KBFD,41.8031005859,-78.6400985718,2143,-5,A,America/New_York,airport,OurAirports
5723,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,BFF,KBFF,41.8740005500,-103.5960007000,3967,-7,A,America/Denver,airport,OurAirports
5724,Raleigh County Memorial Airport,Beckley,United States,BKW,KBKW,37.7873001099,-81.1241989136,2504,-5,A,America/New_York,airport,OurAirports
5725,Brunswick Golden Isles Airport,Brunswick,United States,BQK,KBQK,31.2588005066,-81.4664993286,26,-5,A,America/New_York,airport,OurAirports
5726,Southeast Iowa Regional Airport,Burlington,United States,BRL,KBRL,40.7831993103,-91.1255035400,698,-6,A,America/Chicago,airport,OurAirports
5727,Jack Mc Namara Field Airport,Crescent City,United States,CEC,KCEC,41.7802009600,-124.2369995000,61,-8,A,America/Los_Angeles,airport,OurAirports
5728,Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI,KCGI,37.2252998352,-89.5708007813,342,-6,A,America/Chicago,airport,OurAirports
5729,Chippewa County International Airport,Sault Ste Marie,United States,CIU,KCIU,46.2508010864,-84.4723968506,800,-5,A,America/New_York,airport,OurAirports
5730,North Central West Virginia Airport,Clarksburg,United States,CKB,KCKB,39.2966003418,-80.2281036377,1217,-5,A,America/New_York,airport,OurAirports
5731,William R Fairchild International Airport,Port Angeles,United States,CLM,KCLM,48.1202011108,-123.5000000000,291,-8,A,America/Los_Angeles,airport,OurAirports
5732,Houghton County Memorial Airport,Hancock,United States,CMX,KCMX,47.1683998108,-88.4890975952,1095,-5,A,America/New_York,airport,OurAirports
5733,Dodge City Regional Airport,Dodge City,United States,DDC,KDDC,37.7634010315,-99.9655990601,2594,-6,A,America/Chicago,airport,OurAirports
5734,DuBois Regional Airport,Du Bois,United States,DUJ,KDUJ,41.1782989500,-78.8986969000,1817,-5,A,America/New_York,airport,OurAirports
5735,Chippewa Valley Regional Airport,Eau Claire,United States,EAU,KEAU,44.8657989502,-91.4842987061,913,-6,A,America/Chicago,airport,OurAirports
5736,Elko Regional Airport,Elko,United States,EKO,KEKO,40.8249015808,-115.7919998169,5140,-8,A,America/Los_Angeles,airport,OurAirports
5737,New Bedford Regional Airport,New Bedford,United States,EWB,KEWB,41.6761016846,-70.9569015503,80,-5,A,America/New_York,airport,OurAirports
5738,Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,KFAY,34.9911994934,-78.8803024292,189,-5,A,America/New_York,airport,OurAirports
5739,Wokal Field Glasgow International Airport,Glasgow,United States,GGW,KGGW,48.2125020000,-106.6149980000,2296,-7,A,America/Denver,airport,OurAirports
5740,Central Nebraska Regional Airport,Grand Island,United States,GRI,KGRI,40.9674987793,-98.3096008301,1847,-6,A,America/Chicago,airport,OurAirports
5741,Memorial Field,Hot Springs,United States,HOT,KHOT,34.4780006409,-93.0961990356,540,-6,A,America/Chicago,airport,OurAirports
5742,Tri-State/Milton J. Ferguson Field,Huntington,United States,HTS,KHTS,38.3666992200,-82.5579986600,828,-5,A,America/New_York,airport,OurAirports
5744,Kirksville Regional Airport,Kirksville,United States,IRK,KIRK,40.0934982300,-92.5448989868,966,-6,A,America/Chicago,airport,OurAirports
