ModelCode,ModelName
05601J7,FX - 1
05601J8,F-13
05601J9,MK IV
05601JA,A - 1
05601JB,MURPHY REBEL
05601JC,CP-301A
05601JD,HPK
05601JE,BEN T. EPPS 1930
05601JF,BENSEN
05601JG,CA-61
05601JH,QCKSLVR MXL II SPORT
05601JI,TITAN TORNADO
05601JJ,K R 2
05601JK,PUSHER-BREEZY
05601JL,F
05601JM,YAK 3UR 2000
05601JN,RV6-VANS
05601JO,TALON XP
05601JP,LOW-TOW
05601JQ,1
05601JR,F-1
05601JS,GENESIS
05601JT,ROGERS DSA
05601JU,3
05601JV,AV - 60
05601JW,NEYS D260
05601JX,F-1
05601JY,SM-1
05601JZ,ROTORWAY EXEC
05601K0,EXPERIMENTAL
05601K1,RACER
05601K2,AERO SMIDGEON
05601K4,D-1
05601K5,FLY BABY
05601K6,GYROCOPTER
05601K7,HM162
05601K8,RV-4
05601K9,GG-1
05601KA,HIGH TOW
05601KB,SCOOTER
05601KC,1
05601KD,WOODY PUSHER
05601KE,CHALLENGER II (2)
05601KF,BF-2
05601KI,CATTLE CUB
05601KJ,CHALLENGER II 2 PL
05601KK,VANS RV6
05601KL,BOWERS FLYBABY 1-A
05601KN,WICHAWK
05601KO,RHOADES SUPERCAT
05601KP,NIEUPORT 17
05601KQ,LIBERTY DS-1
05601KR,DSA-IM
05601KT,STITTS
05601KU,XST-2
05601KV,RJ03
05601KW,FRACHER SPECIAL
05601KX,A-15-SPECIAL
05601KZ,500
05601L0,CG-1
05601L1,HEATH V
05601L2,MIDGET RACER
05601L3,DF290
05601L4,SUPER MIDGET MUSTANG
05601L5,REVOLUTION MINI 500
05601L6,G. C. 1
05601L7,CASSUTT SPECIAL
05601L8,RANS S-9
05601L9,LANCAIR IV P
05601LA,RV-4
05601LB,NIEUPORT
05601LC,GEE BEE
05601LD,1A375G
05601LE,1
05601LF,G-1
05601LG,EDI 90FT
05601LH,SPECIAL
05601LI,RANS S-9
05601LJ,SPEED DEMON
05601LK,HEADWIND D
05601LL,POWERS STRDSTR PS300
05601LM,1-EXPERIMENTAL
05601LN,SPORT BIPLANE
05601LO,ULTRA PUP
05601LP,FLY BABY 1A
05601LQ,KITFOX 4-1200
05601LR,TWB
05601LS,SPECIAL
05601LT,GERE SPORT
05601LU,MIGHTY MUSTANG
05601LV,BUCCANEER II
05601LW,GLEN-LEE II
05601LX,GB-3
05601LY,LANCAIR 360 DEHAVEN
05601LZ,MAITA COZY
05601M0,35
05601M1,CB-1
05601M2,W-6
05601M3,BENSEN GYRO B-8M
05601M4,100L
05601M5,R.C.H.I.
05601M6,B
05601M7,HOLLAND/ISAAC SPT FY
05601M8,CLASSIC
05601M9,AVID MAGNUM
05601MA,N - 1
05601MB,3RG
05601MC,JEANIES TENIE
05601MD,CHALLENGER II
05601ME,A
05601MF,HORNET
05601MG,SPORTWING
05601MH,MAXAIR DRIFTERMU532
05601MI,GYROCPTER-BENSON B8M
05601MJ,3
05601MK,CH-1
05601ML,QD CTY ULT CHLNGR II
05601MM,TITAN TORNADO II
05601MN,IL2
05601MO,FISHER 404
05601MP,D-1
05601MQ,A-4
05601MR,FW-1
05601MS,MARK II
05601MT,SA100
05601MU,AVID CATALINA
05601MV,1A
05601MW,RANS AIRAILE S-12
05601MX,LIL NUBBIN
05601MY,W8L
05601MZ,H-1
05601N0,KOLB MK III
05601N1,J-1
05601N2,MA-20
05601N3,REBEL
05601N4,CAYUSE
05601N5,AVID MAGNUM
05601N6,HN-1
05601N7,CHALLENGER 2 PL STD
05601N8,TITAN TORNADO TWO
05601N9,EXEC 16F
05601NA,ROTORWAY EXEC
05601NB,MS-2
05601NC,DON-1
05601ND,1
05601NE,T-18C
05601NF,HOMEBUILT
05601NG,SPARROW-HAWK
05601NH,X2
05601NI,KITFOX IV 1200
05601NJ,RV 4-VANS AIRCRAFT
05601NK,1
05601NL,DOODLE BUG
05601NM,SP-1
05601NN,DIE FLEDERMAUS
05601NO,STOLP SDTR TOO SA300
05601NP,SIZZLER
05601NQ,MERLIN
05601NR,WCB-1
05601NS,HOME BUILT MIDGET
05601NT,RAF 2000
05601NU,HW - X - 26 - 52
05601NV,VPS
05601NW,ORIGINAL
05601NX,PROSPECTOR
05601NY,HUFFAIRE MONOPLANE
05601NZ,HG-1
05601O0,RV-6
05601O1,VALENTINE-HATZ
05601O2,SKYOTE
05601O3,FISHER HORIZON 2
05601O4,EUROPA
05601O5,EMERAUDE 305
05601O6,BUCCANEER
05601O7,FOKKER D VI
05601O8,KOLB FIRESTAR II
05601O9,COOPER SKYBOLT
05601OA,RANS S-7
05601OB,CHRISTEN EAGLE II
05601OC,R.A.F. 2000 GTX
05601OD,HIGHLANDER
05601OF,RANS S12
05601OG,THORP T-18
05601OH,PRECEPTOR-ULTRA PUP
05601OI,ZODIAC CH 601-HDS
05601OJ,KOLB-MARK III
05601OK,TORNADO
05601OL,A & M7
05601OM,LANCAIR IV
05601ON,DRAGON FLY
05601OO,SEA REY
05601OP,EIPPER MX
05601OQ,RV-6
05601OR,DOUGLAS TA-4J SKYHK
05601OS,FIRE STAR II
05601OT,235/320
05601OU,SUPER KUB NX PA-18
05601OV,CHALLENGER II
05601OW,HATZ CB-1 BIPLANE
05601OX,BUSHBY MUSTANG II
05601OY,MG-2
05601OZ,EXEC 90
05601P0,KC-2
05601P1,MURPHY REBEL
05601P2,GLASAIR SH-2R
05601P3,245
05601P4,MJ5H2
05601P5,WHITMAN TAIL WIND
05601P6,RK3
05601P7,RK1
05601P8,JK1-B
05601P9,LARK
05601PA,AVID FLYER
05601PB,VANS AIRCRAFT RV-6A
05601PC,PULSAR
05601PD,II-2
05601PE,PRECEPTOR ULTRA PUP
05601PF,RV-4
05601PG,1A
05601PH,TITAN TORNADO II
05601PI,FORMULA
05601PJ,2
05601PK,JN-S
05601PL,GDA-001
05601PM,MDM-1 FOX
05601PN,JODETTE
05601PO,LANCAIR IV
05601PP,2
05601PQ,Q200
05601PR,RANS S4
05601PS,TEENIE
05601PT,RJ-1 PUDDLEJUMPER
05601PU,J 1
05601PV,OSPREY II
05601PW,CRI-CRI 5B
05601PX,M-1
05601PY,RK2
05601PZ,C111M
05601Q0,1912
05601Q1,H-1
05601Q2,REVOLUTION
05601Q3,LANCAIR-IV
05601Q4,222
05601Q6,LA - 2
05601Q7,W-2
05601Q8,1
05601Q9,DG 1
05601QA,1
05601QB,GOODYEAR RACER
05601QC,G-1
05601QD,2
05601QE,58
05601QF,RAND ROBINSON KR-2
05601QG,JK 1-A
05601QH,HUMMELBIRD
05601QI,COSY
05601QJ,FWA 001
05601QK,EXPERIMENTAL
05601QL,SHORT T
05601QM,KR-2
05601QN,HK-8
05601QO,KITFOX 5
05601QP,W-B-1
05601QQ,ACRO-MASTER
05601QR,RV6A
05601QS,JUNGSTER II
05601QT,WE-3B
05601QU,M-10
05601QV,T-40
05601QW,RV-3
05601QX,ELLIPSE 150
05601QY,SURVEYOR
05601QZ,HATZ CB-1
05601R0,2
05601R1,KW-1
05601R2,LB-1
05601R3,100
05601R4,GP-1
05601R5,TITAN TORNADO
05601R6,N-1
05601R7,WPI
05601R8,SPECIAL 1
05601R9,LITTLE TOOT
05601RA,EOL 2R2
05601RB,PW-5
05601RC,RV-4
05601RD,RV4
05601RE,RANS S-12
05601RF,L-1P-S
05601RG,111 M CASSUTT
05601RH,DANVILLE AVIATION
05601RI,AVID MARK IV
05601RJ,FISHER SUPER KOALA
05601RK,CELEBRITY
05601RL,WL4
05601RM,MIRAGE 2
05601RN,KITFOX SERIES 5
05601RO,CHALLENGER II
05601RP,NOMAD
05601RQ,TEAL
05601RR,VP-1
05601RS,SA - 62
05601RT,A
05601RU,STARDUSTER TOO SA300
05601RV,34
05601RW,WI
05601RX,KOLB MARK III
05601RY,CASSUTT III M
05601RZ,RV4
05601S0,LA4A
05601S1,KIS
05601S2,BABY FLEET
05601S3,L
05601S4,PJ - 260
05601S5,F.8L FALCO
05601S6,CAM
05601S7,MAMZER 1
05601S8,W-8 TAIL WIND
05601S9,G
05601SA,LA-1
05601SB,WHA-1
05601SC,SPORT PLANE
05601SD,POPGUN
05601SE,A
05601SF,RAND ROBINSON KR-2
05601SG,BALLOON/BLIMP
05601SH,THORP T-18
05601SI,CLASSIC
05601SJ,GENESIS
05601SK,ANDERSON
05601SL,WHEELER EXPRESS
05601SM,HORIZON II
05601SN,WR-3
05601SO,MAXAIR DRIFTER XP503
05601SP,B
05601SQ,HOME BUILT
05601SR,T 3B-1
05601SS,B. I. R. D.
05601ST,SUGAR BABE
05601SU,JL-125
05601SV,GYRO 1
05601SW,TEENIE TWO
05601SX,R-1
05601SY,R-1
05601SZ,#100
05601T0,LITTLE TOOT
05601T1,LANCAIR IV
05601T2,MM-1
05601T3,SPECIAL
05601T4,MIDGET MUSTANG
05601T5,BREEZY
05601T6,MC-4
05601T7,MODEL 1
05601T8,ENNIS-MILLER
05601T9,MM-1
05601TA,RICH MIXTURE II
05601TB,LANCAIR 320
05601TC,MIDGET MUSTANG
05601TD,VM-1
05601TE,MI-C85
05601TF,DM-1
05601TG,KOLB TWINSTAR MK III
05601TH,TOADY
05601TI,VANS ACFT RV6A
05601TJ,LULU
05601TK,5151 RG MUSTANG
05601TL,165
05601TM,2
05601TN,HR
05601TO,SONERAI II L
05601TP,RV-6
05601TQ,LANCAIR IV
05601TR,CHINOOK
05601TS,LANCAIR 235
05601TT,LITTLE TOOT
05601TU,162F
05601TV,SHOESTRING
05601TW,PT 101
05601TX,TOPPER
05601TY,A
05601TZ,PM-2
05601U0,MEYERAD EAA BIPLANE
05601U1,M W CASSUTT-A
05601U2,ZENAIR ZODIAC 601HDS
05601U3,KM-2
05601U4,1/2 SCALE CORSAIR
05601U5,SPECIAL II
05601U6,BLUE MAX TRI-PLANE
05601U7,MM-1
05601U8,TEAM Z-HI MAX
05601U9,VP1
05601UA,B-1
05601UB,MM-1
05601UC,KITFOX III
05601UD,CULPS SPECIAL
05601UE,PULSAR XP
05601UF,ME-2-Y
05601UG,LULU
05601UH,MIDGET MUSTANG
05601UI,RANS S-12
05601UJ,RV-4
05601UK,M-6
05601UL,1967
05601UM,1
05601UN,JM-101
05601UO,73-12-WE
05601UP,HM-293
05601UQ,A
05601UR,TRAVELER
05601US,MUSTANG
05601UT,X1
05601UU,DRS-11
05601UV,GY-20
05601UW,CAPEA
05601UX,SH-2 R GLASAIR
05601UY,HAWK
05601UZ,RV-3
05601V0,KITFOX MODEL 3
05601V1,D200
05601V2,BD-5
05601V3,SKYHOPPER
05601V4,AVID CATALINA
05601V5,NOSTALGIA OMS
05601V6,BGL
05601V7,CO-2
05601V8,A
05601V9,CA61
05601VA,GY-20
05601VB,MC-40
05601VC,MUSSER
05601VD,LITTLE TOOT
05601VE,LITTLE TOOT
05601VF,BI-PLANE SINGLE SEAT
05601VG,M-1
05601VH,CGGB
05601VI,KITFOX III
05601VJ,MM1
05601VK,A
05601VL,II
05601VM,1 POLB
05601VN,N-4
05601VO,AVID FLYER MK IV
05601VP,1-B
05601VQ,NL3W
05601VR,NIGHTENGALE
05601VS,SEL
05601VT,SONERAI II L
05601VU,SKYTOPPER
05601VV,NJ4C
05601VW,MINI - 500
05601VX,SPECIAL
05601VY,PULSAR 912XP
05601VZ,BGL
05601W0,O/U
05601W1,CP-301
05601W2,CP-304A
05601W3,RV-4
05601W4,PROGRESS SPECIAL
05601W5,SMITH MINI PLANE
05601W6,PIETENPOL AIR CAMPER
05601W7,RS
05601W8,BUDDY I
05601W9,PELICAN
05601WA,G-1
05601WB,LITTLE TOOT
05601WC,LAWSON NO 1
05601WD,SIEMENS-SCHUCKERT D1
05601WE,E
05601WF,KOLB MARK III
05601WG,SUPER SPORT 150
05601WH,AVID MAGNUM
05601WI,COMMANDER
05601WJ,RV-6
05601WK,LOW-WING
05601WL,MINI 500
05601WM,3
05601WN,EXEC 90
05601WO,VELOCITY RG ELITE
05601WP,1
05601WQ,SPECIAL
05601WR,PL1
05601WS,APF-1
05601WT,FALCON
05601WU,CP-30
05601WV,PEA-BEE
05601WW,CP-301-A
05601WX,A
05601WZ,CHALLENGER II
05601X0,RANS S12
05601X1,1
05601X2,ARL
05601X3,BABY GREAT LAKES
05601X4,CP-305
05601X5,JC
05601X6,222
05601X7,SIEVERS SPECIAL
05601X8,AVIAT SOLO
05601X9,RV 6
05601XA,1
05601XB,P-5
05601XC,S-1
05601XD,RV6A
05601XE,SPECIAL
05601XF,4
05601XG,AVIAT EAGLE II
05601XH,162F EXEC
05601XI,COZY
05601XJ,CHRISTAVIA MARK 4
05601XK,PUPPY DOG 1-C-40
05601XL,TIGER MOTH R80
05601XM,CP-301
05601XN,VANS RV-6
05601XO,LANCAIR IV
05601XP,1
05601XQ,PAZMANY PL-10
05601XR,PL-2-DM
05601XS,VICEROY
05601XT,CP 301
05601XU,L-1
05601XV,L19
05601XW,NIGHTHAWK
05601XX,XI
05601XY,JP-1
05601XZ,PL-1
05601Y0,R.E.C.
05601Y1,1A
05601Y2,MM-1
05601Y3,LANCAIR 360
05601Y4,RV6A
05601Y5,M-1
05601Y6,SPECIAL
05601Y7,GUSTY MK.1
05601Y8,SRX-1 SKYLARK
05601Y9,MERE-MERIT
05601YA,SPECIAL
05601YB,CP-301
05601YC,RANGER A
05601YD,R-1
05601YE,KITFOX III
05601YF,WARRIOR
05601YG,SA7WR
05601YH,SNAPPER
05601YI,HARMON ROCKET II
05601YJ,JCR-1
05601YK,SPECIAL
05601YL,1
05601YM,MID WING MONOPLANE
05601YN,1
05601YO,SKYBOLT
05601YP,CP-301
05601YQ,3
05601YR,15-9
05601YS,A-1
05601YT,API
05601YU,P1
05601YV,STP STDSTR TOO SA300
05601YW,R-2
05601YX,HMB-2
05601YY,SKYHOPPER
05601YZ,301-A
05601Z0,1-A
05601Z1,SPECIAL
05601Z2,KS-1
05601Z3,GENESIS
05601Z4,SPORT
05601Z5,VANS AIRCRAFT RV-4
05601Z6,TODD SPECIAL
05601Z7,TSGS-1
05601Z8,PIETENPOL GN1 ACMPR
05601Z9,RV-4
05601ZA,AEROS-40
05601ZB,RV-6
05601ZC,RLU-1
05601ZD,BUC II
05601ZE,AERO-BIPE
05601ZF,SUPER MIDGET
05601ZG,S.E.5A
05601ZH,AS-4
05601ZI,LANCAIR 360
05601ZJ,5 F6F - 5
05601ZK,VELOCITY
05601ZL,J1
05601ZM,FISHER DAKOTA HAWK
05601ZN,BREEZY
05601ZO,BRAGANZA SPORT
05601ZP,10
05601ZQ,B
05601ZR,COZY-CANARDIII
05601ZS,TINY ACE SPECIAL
05601ZT,B8M
05601ZU,BABY A
05601ZV,MK - 1X
05601ZW,BREEZY
05601ZX,GY-20
05601ZY,GLASAIR
05601ZZ,LAST
0560200,T-18CW
0560201,GLASAIR II FT
0560202,SUPER MAXI
0560203,LANCAIR IV
0560204,NIEUPORT 11
0560205,EXEC 90
0560206,RV-6
0560207,COWGILL MI FYTER
0560208,TITAN TORNADO
0560209,GYROPLANE
056020A,R-8
056020B,113
056020C,NON-EUCLIDEAN SPECIA
056020D,KITFOX SERIES V TD
056020E,MERLIN E-Z FLYER
056020F,CHALLENGER II
056020G,RIGGS ALR-N-1
056020H,0-11
056020I,SLICK ACFT RV-6
056020J,LANCAIR IV-P
056020K,MINICOPTER MK1
056020L,RV-4
056020M,GYROCOPTER
056020N,PULSAR XP
056020O,CGS HAWK II ARROW
056020P,CORIOLIS GP-75
056020Q,ROBL RV-6A
056020R,ACRO-SPORT II
056020S,CHALLENGER II
056020T,CASSUTT III M
056020U,SCORPION
056020V,SP-4
056020W,SCORPION CM-71
056020X,HU2A
056020Y,SCORPION
056020Z,100-2
0560210,LANCAIR 360
0560211,RAF AVID
0560212,BR-2
0560213,STEEN SKYBOLT
0560214,C.G. 1
0560215,#1
0560216,Z-1
0560217,KITFOX IV
0560218,EXEC 162F
0560219,REVOLUTION MINI 500
056021A,WAG-AERO/SPT TRAINER
056021B,RV-6
056021C,DR107
056021D,RANS S 12XL
056021E,POBER PIXIE
056021F,SCORPION TOO
056021G,CHALLENGER II
056021H,RV-6A
056021I,RV-6
056021J,FLIGHTSTAR II
056021K,MINI 500
056021L,SABRE 340
056021M,RH-1 FALCON
056021N,KITFOX
056021O,MINI 500
056021P,JS-1
056021Q,MINI 500
056021R,RV-6
056021S,JAROSGTX
056021T,TC SPECIAL
056021U,SPORT COPTER
056021W,SEAREY
056021Y,EUROPA
056021Z,BR-1
0560220,001
0560221,B
0560222,CHAPMAN SPECIAL
0560223,B
0560224,KOLB FIRESTAR
0560225,PG37
0560226,P77
0560227,RV-6
0560228,TALON II ULTRALIGHT
0560229,REVOLUTION MINI 500
056022A,RV6
056022B,RV4
056022C,RHCI-MINI-500
056022D,HIGH-MAX 1400
056022E,LANCAIR ES
056022F,SKYSKOTTER
056022G,1929 PIETENPOL ARCMP
056022H,II SL
056022I,BROUSE BI PLANE
056022J,RV6A
056022K,RANS S6ES COYOTE II
056022L,T-BIRD
056022N,CHALLENGER II SPEC
056022O,VANS ACFT RV4
056022Q,MONERAI
056022R,SS-3
056022S,1965
056022T,1
056022U,G-21
056022V,GYROCAT 2
056022W,SEA REY
056022X,MINI MAX 1100
056022Y,SKYSTAR VIXEN V
056022Z,35
0560230,Z-1
0560231,KOLB FIRESTAR II
0560232,RV-6
0560233,MAX AIR DRFTER MU532
0560234,KITFOX IV-1200
0560235,PULSAR XP
0560236,162F
0560237,GYROPLANE
0560238,SP-B
0560239,SP-5
056023A,COZY MARK IV
056023B,BANTAM 2
056023C,FLIGHTSTAR IISL
056023E,LONG EZ
056023F,LANCAIR IV P
056023G,KITFOX IV
056023I,GLASTAR
056023J,VANS RV-6A
056023K,CHLNGR II CLIP WING
056023L,PULSAR-XP
056023M,GNAT
056023N,SKSTR KTFX IV-1200
056023O,AVENTURA
056023P,CHALLENGER II
056023Q,EXPRESS-FT
056023R,KITFOX IV
056023S,TAYLOR MONOPLANE
056023T,TAYLOR COOT A
056023U,MAD MAX II C
056023V,BD-4
056023W,FLIGHT STAR II SL
056023X,SRM-1
056023Y,41-8
056023Z,KOLB FIRESTAR II
0560240,5151 MUSTANG
0560241,TITAN TORNADO II
0560242,HOWLAND AERO-H2A HB
0560243,4
0560244,SUPER SPORTSMAN
0560245,GP-1
0560246,ROTOCRAFT
0560247,S5
0560248,BD-5B
0560249,TEENIE TWO
056024A,SCORPION
056024B,ROTORWAY SCORPION
056024C,ROTORWAY SCORPION
056024D,IV
056024E,QUAD CITY CHLNGR II
056024F,KIT FOX
056024G,KIS TR-1
056024H,S-1
056024I,STAFFORD RANS S-12
056024J,BEDE BD-5A
056024K,RANS S-7
056024L,GLASAIR II TD
056024M,PELICAN GS
056024N,HUMMELBIRD
056024O,MINI 500
056024P,MX SPRINT
056024Q,CGS HAWK A ARROW
056024R,PULSAR XP
056024S,VANS RV6A
056024T,X-1 GYROCOPTER
056024U,HP - 18
056024V,CLIPPER 160
056024W,AVID FLYER MK IV
056024X,KITFOX SERIES 5 VIX
056024Y,FREE TIME
056024Z,1
0560250,TAILWIND W8MW10
0560251,SEA REY
0560252,SNOBIRD CHARGER
0560253,EX-2
0560254,LIBERTY 181
0560256,RANS S-12 AIRAILE
0560257,LONG-EZ
0560258,KOLB FIRESTAR 2
0560259,BENSEN DESIGN
056025A,RAF 2000 GTX
056025B,KITFOX III
056025C,ZODIAC CH 601-HDS
056025D,SH-1
056025E,GYROCOPTER
056025F,RV-4
056025G,TWO EZ-MS1
056025H,BD-4
056025I,V-6 STOL
056025J,MINI-500
056025K,SR-1
056025L,VELOCITY RG 173
056025M,PROTEC PROSTAR PT2C
056025N,S-1000
056025O,AVID AMPHIBIAN
056025P,A-1
056025Q,VISION
056025R,RV-6
056025S,BM8
056025T,R-1
056025U,SCORPION G1
056025V,LANCAIR IVP EXP
056025W,F8F-2Z MAG PIE
056025X,1996 SKY ARROW 1450L
056025Y,TITAN TORNADO II
056025Z,SE-1
0560260,CHALLENGER II
0560261,CELEBRITY
0560262,EXEC 162F
0560263,RV6
0560264,162E
0560265,VANS RV6A
0560266,WAG AERO SPORT TRNR
0560267,SCORPION TOO
0560268,POLAR CUB
0560269,RANS S6ES
056026A,AERO DESGN PULSAR XP
056026B,SONERAI II L
056026C,RV-4
056026D,EZ FLYER
056026E,RAF GTX 2000
056026F,RV6A
056026G,KOLB FIRESTAR II
056026H,KITFOX 5
056026I,S D S C
056026J,RENEGADE
056026K,S-1
056026L,AUTOGYRO
056026M,BURTON SKY PONEY BG2
056026N,SMITH MINI DSA-1
056026O,TEENIE TWO
056026P,KOLB MK III
056026Q,STARDUSTER TOO SA300
056026R,CHRISTEN EAGLE II
056026S,EUROPA MONO WHEEL
056026T,RV6-A
056026U,LOEHLE 5151
056026V,SUN 1
056026W,COMMUTER
056026X,QUICKSILVER MXL II
056026Y,RV-6A
056026Z,LONG-EZ
0560270,SKY-STAR
0560271,UR-1
0560272,ROTORWAY SCORPION
0560273,RV6
0560274,CHALLENGER II
0560275,ROTARY AIR FRCE 2000
0560276,V-3
0560277,RV-4
0560278,BENSON-8BM
0560279,VC2107
056027B,THUNDER GULL
056027D,KOLB TWINSTAR MK III
056027E,RV-6A
056027F,ROTORCRAFT
056027G,CH-601 HDS
056027H,1
056027I,CHALLENGER II
056027J,AMERICAN SPIRIT
056027K,1
056027L,TV-1
056027M,VAN RV-6A
056027N,RV-4
056027O,KITFOX IV
056027P,VAN RV6A
056027Q,SCORPION HXCR-1
056027R,A
056027S,GCX-4
056027T,PROTO 1
056027U,T-KR-2M
056027V,BD-5
056027W,KOLB MARK 3
056027X,RANS S-12
056027Y,RANS S-7
056027Z,M L G 1
0560280,1
0560281,GIZMO
0560282,2
0560283,W1
0560284,GYROPLANE
0560285,65
0560286,YC-3A
0560287,SCORPION
0560289,TIGER-HAWK I
056028A,VANCRAFT 3
056028B,L H2
056028C,C
056028D,CIS-1
056028E,1-4-72
056028F,20
056028H,GYROCOPTER
056028I,ADVENTURE AIR
056028J,GC-1
056028K,CHALLENGER II
056028L,KITFOX IV 1200
056028M,R-1
056028N,SPECIAL A-2
056028O,MXL SPORT II
056028P,MINI MAX 1600R
056028Q,CH 601 HDS
056028R,TORNADO
056028S,ROTORWAY EXEC 90
056028T,VELOCITY RG STD
056028U,R1916 U-1
056028V,1
056028W,VANCRAFT VC 72045
056028X,GYRO-COPTER
056028Y,PLP
056028Z,BOON
0560290,COZY
0560291,RV-6A
0560292,VANS RV-4/HRM RCKET
0560293,FISHER CLASSIC
0560294,EXEC 90
0560295,MINIMAX 1500
0560296,RANS S-7
0560297,DCL-2
0560298,RV4
056029A,YF-1
056029B,YF-2
056029C,YF-3
056029D,YF-3-A
056029F,MUSTANG II
056029G,ROTORCRAFT
056029H,ZHCI
056029I,RV-6
056029L,1
056029M,MINI-500
056029N,KITFOX VIXEN
056029O,162F ROTORWAY INTL
056029P,SONERAI II L
056029Q,173RG-E
056029R,WOLFE/TITAN
056029S,WOLFE/TITAN
056029T,KOLB FIRESTAR II
056029U,CRUISER TR-4
056029V,SEAREY
056029W,320 MK II
056029X,WAG-AERO 2+2
056029Y,CUBLOOKALIKE
056029Z,BARNETT GYROPLANE
05602A0,KITFOX III
05602A1,AEROBAT - AF
05602A2,RV6
05602A3,VELOCITY RG-STANDARD
05602A4,AVID MARK IV
05602A5,AA-1
05602A6,MINI-500
05602A7,KITFOX CLASSIC IV
05602A8,RV-4
05602A9,BUCCANEER II
05602AA,GLASAIR III
05602AB,GREEN HORNET GYRO
05602AC,1988 ROTOWAY EXEC
05602AD,RV6A
05602AE,PIEL EMERAUDE CP32S
05602AF,LONG - EZ
05602AG,KITFOX SERIES V
05602AH,HOBBY COPTER
05602AI,FISHER CLASSIC
05602AJ,CHALENGER II SPECIAL
05602AK,NOFI 1
05602AL,H-1A
05602AM,WAG-AERO WAGABOND
05602AN,COZY MARK IV-KENNEL
05602AO,RUTAN LONG EZE
05602AP,VANS RV 6-A
05602AQ,VELOCITY 173 RG
05602AR,PIPER J3 - C-65
05602AS,MODIFIED JEANIES T
05602AT,RV-6
05602AU,RV-6
05602AV,DGH-1
05602AW,S-51-D
05602AX,KEMMERIES/CLIPPER
05602AY,SKY STAR VIXEN
05602AZ,CA-61
05602B0,S1S
05602B1,XAN-7
05602B2,GLASAIR III
05602B3,PIETENPOL
05602B4,RV-3
05602B5,ADVENTURE AIR
05602B6,CYGNET SF2A
05602B7,RANS S-9
05602B8,RV-6
05602B9,AG-1
05602BA,DOMINATOR
05602BB,AVID AMPHIBIAN
05602BC,RV-4
05602BD,AUTOGYRO
05602BE,CRA1183
05602BF,WHIRLYBIRD ONE
05602BG,HELICOM H2C
05602BH,QUICK SLVR MXL II SP
05602BI,AVID MARK IV
05602BJ,GENESIS
05602BK,STINGRAY
05602BL,FISHER AVENGER
05602BM,DRAGONFLY
05602BN,RV6A
05602BO,NIEUPORT 24BIS
05602BP,RV6
05602BQ,ZENIAR ZODIAC
05602BR,AUTOGYRO
05602BS,1968-AD
05602BT,KITFOX IV 1200
05602BU,COZY MARK IV
05602BV,AVID FLYER
05602BW,KL-135
05602BX,LANCAIR 320
05602BY,EXEC 162F
05602BZ,AH-1
05602C0,LANCAIR 4P
05602C1,PELICAN PL
05602C2,KITFOX III
05602C3,AVID BANDIT
05602C4,KITFOX SERIES 5
05602C5,STARDUSTER TOO
05602C6,SCORPION HELICOPTER
05602C7,ROTORPLANE
05602C8,VANS AIRCRAFT RV-6
05602C9,KR-2S
05602CA,H CAMPBELL RV-6A
05602CB,FL-1
05602CC,SPORT SPECIAL
05602CD,MARK IV AVID FLYER
05602CE,CHALLENGER II SPEC
05602CF,RV6A
05602CG,PULSAR XP
05602CH,73-12 BEARSHIP II
05602CI,DR-107
05602CJ,WOLF W-11 BORDM FTR
05602CK,TEAM MINI-MAX 1100R
05602CL,CHALLANGER I
05602CM,A
05602CN,RV-4
05602CO,KR-2
05602CP,DRAGONFLY MARK 2
05602CQ,ZODIAC CH 601 HD
05602CR,CHALENGER II
05602CS,THOMPSON SMALL CUB
05602CT,DR-107
05602CU,JABIRU SK
05602CV,LANCAIR IV-P
05602CW,GLASAIR III
05602CX,T.E.
05602CY,HARMON ROCKET II
05602CZ,M1
05602D0,CHALLENGER II
05602D1,KITFOX IV
05602D2,KOLB TWINSTAR MK III
05602D3,2
05602D4,J4
05602D5,RV-4
05602D6,GYROPLANE A
05602D7,J3M
05602D8,GYROCOPTER
05602D9,J4B
05602DA,PULSAR XP
05602DB,VANS RV-4
05602DC,ROTORWAY 162F
05602DD,SUPER BEAR II
05602DE,RV-4
05602DF,MUSTANG II
05602DG,CHALLENGER II
05602DI,AVENTURA II
05602DJ,C
05602DL,GYROCOPTER
05602DM,T
05602DN,T
05602DO,NA 50
05602DP,T
05602DQ,KITFOX SPEEDSTER
05602DR,WAG-AERO SPRTSMN 2+2
05602DS,MM II
05602DT,T
05602DU,RV 4
05602DV,LANCAIR IVP
05602DW,CUBY
05602DX,RV-4
05602DY,BUCCANEER SX
05602DZ,VW
05602E0,THORP T-18
05602E1,ROTORWAY SCORPIN 133
05602E2,RV6A
05602E3,N3 PUP
05602E4,LONG-EZ
05602E5,GLASAIR SUPER IIS-TD
05602E6,CHALLENGER II
05602E7,RV-6A
05602E8,CROUSE-CHALLNGR II
05602E9,VTO
05602EA,A-2
05602EB,J3M
05602EC,CHALLENGER II
05602ED,J
05602EE,SPORT TRAINER
05602EF,JAQUISH/CLGR SPEC II
05602EG,VANS RV6A
05602EH,SEAREY
05602EI,MURPHY REBEL
05602EJ,E-RACER-MK-1
05602EK,RV6
05602EL,EXPRESS FT
05602EM,FOKKER D VII
05602EN,RV-4
05602EO,SUPER STOL II
05602EP,BENSTON GISMO
